"Unnamed..0","Company","TypeName","Inches","ScreenResolution","Cpu","Ram","Memory","Gpu","OpSys","Weight","Price","Ram_Numeric"
826,"Asus","2 in 1 Convertible","13.3","Touchscreen / Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.1kg",72354.24,8
827,"Dell","Notebook","14","1366x768","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.76kg",31168.8,4
828,"Acer","Netbook","11.6","IPS Panel 1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","32GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.35kg",18914.4,4
829,"Acer","Notebook","14","IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.5kg",32980.32,8
830,"Razer","Gaming","17.3","4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7820HK 2.9GHz","32GB","512GB SSD","Nvidia GeForce GTX 1080","Windows 10","3.49kg",292986.72,32
831,"Lenovo","Ultrabook","14","IPS Panel Quad HD+ 2560x1440","Intel Core i7 6600U 2.6GHz","16GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.1kg",111834.72,16
832,"Asus","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Nvidia GeForce 920","Linux","2.1kg",27652.32,4
833,"Lenovo","Notebook","14","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.7kg",63190.08,8
834,"Lenovo","Notebook","14","IPS Panel Full HD 1920x1080","Intel Core i5 7300U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.32kg",87912,8
835,"Dell","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","3.21kg",147832.2864,16
836,"Asus","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","2.9kg",128884.32,16
837,"Toshiba","Notebook","15.6","1366x768","Intel Core i3 7100U 2.4GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.0kg",35644.32,4
838,"Lenovo","Notebook","14","1366x768","Intel Celeron Quad Core N3160 1.6GHz","4GB","16GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.5kg",17316,4
839,"Asus","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","128GB HDD","Intel HD Graphics 620","Windows 10","2.3kg",31435.2,8
840,"Asus","Gaming","17.3","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.73kg",95850.72,16
841,"Dell","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","32GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg",163723.5792,32
842,"HP","Notebook","17.3","1600x900","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Nvidia GeForce 930MX","Windows 10","2.63kg",48484.8,8
843,"Dell","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows 10","2.18kg",38041.3872,8
844,"HP","Ultrabook","14","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","512GB SSD","Intel HD Graphics 520","Windows 7","1.54kg",99633.6,8
845,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","4GB","256GB SSD","AMD Radeon R5 M420","Windows 10","2.18kg",39373.92,4
846,"HP","2 in 1 Convertible","11.6","Touchscreen 1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Chrome OS","1.4kg",32767.2,4
847,"Asus","Ultrabook","13.3","IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","512GB SSD","Nvidia GeForce 940M","Windows 10","1.45kg",54665.28,8
848,"HP","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.28kg",121318.56,8
849,"HP","Ultrabook","14","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.54kg",78215.04,8
850,"HP","Notebook","15.6","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","128GB SSD","Intel HD Graphics 400","No OS","1.86kg",15930.72,4
851,"Asus","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.1kg",101178.72,16
852,"Dell","Notebook","17.3","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","AMD Radeon R7 M445","Linux","2.83kg",46087.2,8
853,"Lenovo","Ultrabook","14","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia GeForce GT 940MX","Windows 10","1.96kg",101391.84,8
854,"Asus","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Nvidia GeForce GTX 930MX","Windows 10","2.3kg",41931.36,8
855,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.9kg",50349.6,8
856,"Asus","Notebook","15.6","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Intel HD Graphics 505","Windows 10","2kg",23922.72,4
857,"HP","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.28kg",136343.52,8
858,"Dell","Notebook","13.3","Full HD / Touchscreen 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","1TB HDD","Intel HD Graphics 520","Windows 10","1.62kg",34578.72,8
859,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2.0GHz","4GB","1TB HDD","Intel HD Graphics 520","No OS","2.2kg",24988.32,4
860,"Lenovo","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.3kg",45323.1648,8
861,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7300U 2.6GHz","8GB","256GB SSD","AMD Radeon R7 M465","Windows 10","1.84kg",71874.72,8
862,"Toshiba","Notebook","13.3","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.05kg",68464.8,4
863,"Lenovo","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","No OS","2.5kg",54185.76,8
864,"Dell","Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7660U 2.5GHz","16GB","512GB SSD","Intel Iris Plus Graphics 640","Windows 10","1.29kg",119347.2,16
865,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.07kg",48484.8,4
866,"Toshiba","Ultrabook","13.3","1366x768","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.2kg",58341.6,8
867,"Lenovo","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.37kg",103896,8
868,"Acer","Notebook","14","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.56kg",48058.56,8
869,"Dell","Workstation","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia Quadro M620","Windows 10","2.23kg",94731.84,8
870,"Lenovo","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.38kg",56210.4,4
871,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","AMD Radeon R5 M430","No OS","2.2kg",25521.12,4
872,"Toshiba","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.0kg",73952.64,8
873,"Lenovo","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","180GB SSD","Intel HD Graphics 620","Windows 10","1.44kg",39160.8,4
874,"Samsung","Ultrabook","15","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","1.23kg",98514.72,16
875,"Dell","Ultrabook","12.5","Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.6kg",90043.2,8
876,"Asus","Notebook","15.6","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Intel HD Graphics 505","Linux","2kg",21258.1872,4
877,"Xiaomi","Ultrabook","13.3","IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","1.28kg",49816.8,8
878,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","128GB SSD +  1TB HDD","Nvidia GeForce 940MX","Windows 10","2.18kg",48618,4
879,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.04kg",44701.92,4
880,"HP","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.28kg",90576,4
881,"HP","2 in 1 Convertible","15.6","Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.3kg",36486.144,4
882,"Asus","Notebook","14.1","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Windows 10","1.65kg",18541.44,4
883,"Lenovo","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","1TB HDD","Nvidia GeForce 940MX","Windows 10","2.2kg",35644.32,8
884,"Dell","Notebook","15.6","1366x768","Intel Pentium Quad Core N3710 1.6GHz","4GB","500GB HDD","Intel HD Graphics","Windows 10","2.2kg",19660.32,4
885,"HP","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.28kg",95850.72,4
886,"Dell","Notebook","15.6","1366x768","Intel Core i3 6006U 2.0GHz","4GB","1TB HDD","AMD Radeon R5 M420X","Linux","2.18kg",24279.696,4
887,"Asus","Gaming","17.3","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","12GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.2kg",72988.272,12
888,"Acer","Netbook","11.6","IPS Panel 1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","32GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.25kg",15824.16,4
889,"Lenovo","Notebook","17.3","1600x900","AMD A4-Series 7210 2.2GHz","4GB","500GB HDD","AMD Radeon R3","Windows 10","2.8kg",20193.12,4
890,"HP","Notebook","14","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.95kg",67399.2,4
891,"HP","2 in 1 Convertible","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz","16GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.42kg",74538.72,16
892,"Samsung","Ultrabook","15","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.17kg",90522.72,8
893,"Lenovo","Ultrabook","14","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.32kg",95850.72,8
894,"MSI","Gaming","17.3","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz","16GB","512GB SSD +  2TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.43kg",141138.72,16
895,"Toshiba","Notebook","13.3","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.05kg",78588,8
896,"Dell","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050Ti","Linux","2.62kg",49497.12,8
897,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Nvidia GeForce 930MX","Windows 10","2.04kg",47952,8
898,"Dell","Notebook","15.6","1366x768","Intel Core i3 6006U 2.0GHz","4GB","1TB HDD","AMD Radeon R5 M420X","Windows 10","2.18kg",32713.92,4
899,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7300U 2.6GHz","8GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.9kg",49816.8,8
900,"Dell","2 in 1 Convertible","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7Y75 1.3GHz","8GB","512GB SSD","Intel HD Graphics 615","Windows 10","1.24kg",107257.968,8
901,"Asus","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz","32GB","256GB SSD +  256GB SSD","Nvidia GeForce GTX 980M","Windows 10","3.58kg",68145.12,32
902,"Dell","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i7 7Y75 1.3GHz","16GB","256GB SSD","Intel HD Graphics 615","Windows 10","1.22kg",87858.72,16
903,"Lenovo","Ultrabook","14","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB Flash Storage","Intel HD Graphics 620","Windows 10","1.13kg",109170.72,8
904,"Lenovo","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.95kg",104588.1072,8
905,"LG","Ultrabook","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.08kg",111834.72,16
906,"HP","Netbook","12.5","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.26kg",79014.24,8
907,"Acer","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Celeron Dual Core 3205U 1.5GHz","4GB","16GB Flash Storage","Intel HD Graphics","Chrome OS","2.20kg",19127.52,4
908,"Lenovo","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 6300HQ 2.3GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.6kg",42037.92,8
909,"LG","Ultrabook","14","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","0.98kg",101178.72,8
910,"Dell","Notebook","14","Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.6kg",64202.4,8
911,"HP","Ultrabook","12.5","4K Ultra HD / Touchscreen 3840x2160","Intel Core M 6Y75 1.2GHz","8GB","240GB SSD","Intel HD Graphics 515","Windows 10","1.09kg",165168,8
912,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","6GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","2.2kg",42037.92,6
913,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","2.04kg",54291.7872,8
914,"Acer","Notebook","15.6","Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.4kg",26586.72,4
915,"Lenovo","Notebook","13.3","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.44kg",46939.68,4
916,"HP","Notebook","13.3","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.49kg",51148.8,8
917,"MSI","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.7kg",85194.72,16
918,"Dell","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.6kg",71874.72,16
919,"MSI","Gaming","15.6","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.2kg",59668.8048,8
920,"Dell","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","AMD Radeon R5 M420","Windows 10","2.18kg",36496.2672,4
921,"HP","Ultrabook","15.6","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","AMD Radeon R7 M365X","Windows 10","1.84kg",69103.6272,8
924,"Lenovo","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.37kg",97236,8
925,"Dell","Notebook","15.6","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.95kg",38889.072,4
926,"Lenovo","Ultrabook","12.5","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.36kg",87912,8
927,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","2.31kg",62071.2,8
928,"Dell","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.18kg",37725.4368,4
929,"HP","Notebook","14","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.95kg",61218.72,4
930,"Lenovo","Notebook","15.6","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Intel HD Graphics 505","Windows 10","2.2kg",16463.52,4
931,"HP","Ultrabook","12.5","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.26kg",84129.12,4
932,"HP","Notebook","15.6","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","1TB HDD","Intel HD Graphics 400","No OS","1.86kg",15392.592,4
933,"Lenovo","2 in 1 Convertible","13.3","IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core i7 6560U 2.2GHz","16GB","1TB SSD","Intel Iris Graphics 540","Windows 10","1.3kg",95850.72,16
934,"Toshiba","Notebook","14","IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.47kg",58874.4,4
935,"HP","Netbook","12.5","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.26kg",88924.32,8
936,"Dell","Notebook","15.6","1366x768","Intel Core i3 6006U 2.0GHz","4GB","1TB HDD","Intel HD Graphics 520","Windows 10","2.18kg",29762.208,4
937,"MSI","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.2kg",63882.72,8
939,"Dell","Gaming","17.3","2560x1440","Intel Core i7 6820HK 2.7GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1080","Windows 10","4.36kg",146946.24,16
940,"HP","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i5 6300HQ 2.3GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 965M","Windows 10","2.75kg",74538.72,8
941,"Asus","Notebook","17.3","1600x900","Intel Pentium Quad Core N3710 1.6GHz","4GB","1TB HDD","Nvidia GeForce 920MX","Windows 10","2.8kg",28238.4,4
942,"Acer","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.23kg",32980.32,4
943,"Toshiba","Notebook","15.6","1366x768","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","2.2kg",59620.32,8
944,"Lenovo","2 in 1 Convertible","11.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core M m7-6Y75 1.2GHz","8GB","256GB SSD","Intel HD Graphics 515","Windows 10","1.1kg",69210.72,8
945,"Lenovo","Gaming","15.6","IPS Panel Full HD 1920x1080","AMD FX 8800P 2.1GHz","16GB","512GB SSD +  1TB HDD","AMD Radeon R9 M385","Windows 10","2.5kg",53226.72,16
946,"Dell","Ultrabook","12.5","Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics","Windows 10","1.36kg",78438.816,8
947,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Nvidia GeForce 920MX","No OS","2.2kg",36496.8,8
948,"Dell","Notebook","17.3","1600x900","Intel Core i3 6006U 2.0GHz","4GB","1TB HDD","AMD Radeon R7 M445","Windows 10","2.36kg",35111.52,4
949,"Acer","Notebook","14","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","32GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.68kg",18594.72,4
950,"HP","Workstation","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz","8GB","8GB SSD","Nvidia Quadro M1000M","Windows 10","2.0kg",119826.72,8
951,"Dell","Ultrabook","14","Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.36kg",94572,8
952,"Toshiba","Notebook","13.3","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.2kg",77788.8,8
953,"Asus","2 in 1 Convertible","12.5","Full HD 1920x1080","Intel Core M M7-6Y75 1.2GHz","8GB","64GB Flash Storage","Intel HD Graphics 515","Chrome OS","1.2kg",61751.52,8
954,"Lenovo","Ultrabook","14","IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.7kg",79333.3872,8
955,"Dell","Gaming","17.3","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.36kg",168045.12,16
956,"Dell","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i5 7Y54 1.2GHz","8GB","256GB SSD","Intel HD Graphics 615","Windows 10","1.24kg",101178.72,8
957,"HP","2 in 1 Convertible","11.6","Touchscreen 1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","256GB SSD","Intel HD Graphics 505","Windows 10","1.45kg",41292,4
958,"Dell","Ultrabook","13.3","Quad HD+ 3200x1800","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.3kg",67559.04,8
959,"Acer","2 in 1 Convertible","11.6","IPS Panel Touchscreen 1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","32GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.25kg",20725.92,4
960,"Toshiba","Notebook","13.3","Full HD 1920x1080","Intel Core i5 6300U 2.4GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.2kg",81784.8,8
961,"Lenovo","Ultrabook","12.5","IPS Panel Full HD 1920x1080","Intel Core i5 7300U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.36kg",93772.8,8
